hero,winner,kills,deaths,assists
84,True,5,1,5
15,True,6,3,7
48,False,0,3,4
66,False,0,3,3
106,False,3,4,2
2,False,4,3,1
14,False,2,6,0
104,False,0,4,2
89,False,1,4,1
93,False,1,7,0
69,False,0,3,2
10,False,1,8,1
48,True,0,3,10
99,True,14,0,6
64,True,2,0,15
44,True,4,0,9
40,True,5,0,12
80,False,0,10,1
36,False,0,6,1
62,False,1,4,1
60,False,0,7,0
12,False,0,6,1
43,True,6,0,12
49,True,4,0,15
40,True,14,1,12
11,True,3,0,12
56,True,6,1,2
108,True,11,4,19
31,True,12,1,20
93,True,1,6,11
13,True,3,3,14
92,True,12,6,9
67,False,0,12,4
81,False,10,7,4
35,False,5,6,8
88,False,2,9,9
75,False,3,8,8
23,True,17,2,8
104,True,7,3,10
62,True,2,5,7
63,True,0,2,9
45,True,4,4,10
101,False,0,4,3
66,False,4,9,5
43,False,7,8,4
25,False,1,4,6
48,False,3,9,3
91,True,28,1,2
84,True,2,2,14
85,True,4,3,3
90,True,7,1,4
71,True,1,0,5
79,False,2,6,2
6,False,0,11,3
9,False,0,7,2
28,False,4,6,1
41,False,0,12,1
10,False,1,6,2
73,False,0,7,1
62,False,1,7,5
58,False,3,6,2
3,False,2,8,3
64,True,4,2,20
39,True,6,0,15
33,True,15,2,9
76,True,5,1,10
8,True,4,3,8
34,True,6,3,8
38,True,1,1,5
90,True,0,3,5
92,True,2,4,7
62,True,15,1,4
14,False,2,6,6
5,False,2,5,5
68,False,1,4,8
39,False,2,5,7
33,False,4,4,3
83,False,3,10,10
37,False,2,6,11
90,False,2,4,10
105,False,3,7,7
59,False,8,11,11
79,True,7,4,12
35,True,3,4,17
56,True,12,7,12
81,True,12,3,10
25,True,2,4,20
27,False,2,4,10
63,False,3,5,7
71,False,1,4,0
78,False,5,7,4
90,False,2,6,5
11,True,1,4,6
48,True,5,3,4
40,True,3,4,17
24,True,14,3,7
75,True,2,1,7
29,True,3,5,7
70,True,10,7,14
71,True,8,4,5
50,True,4,6,12
59,True,8,6,16
101,False,4,7,6
79,False,8,3,14
95,False,1,9,9
43,False,10,7,8
17,False,1,7,12
107,False,2,3,2
20,False,1,3,4
90,False,2,5,2
32,False,5,5,2
13,False,0,5,5
79,True,3,1,14
52,True,2,1,6
56,True,6,3,7
33,True,10,0,6
9,True,0,5,6
70,True,4,1,11
62,True,8,2,5
32,True,5,3,6
21,True,4,4,4
73,True,2,3,7
1,False,1,5,4
101,False,3,6,4
56,False,0,4,6
54,False,3,5,1
19,False,4,4,6
71,False,1,7,1
89,False,0,11,0
90,False,2,5,0
91,False,0,6,2
92,False,1,8,1
56,True,6,0,11
53,True,0,1,2
40,True,12,2,23
81,True,9,0,11
4,True,9,1,13
34,True,1,6,10
45,True,5,5,6
82,True,7,4,12
13,True,2,2,12
96,True,11,3,3
35,False,2,5,7
66,False,7,6,6
11,False,3,7,3
5,False,1,6,8
49,False,6,3,10
82,False,3,5,5
93,False,2,3,0
87,False,0,6,3
37,False,1,4,1
74,False,2,7,4
95,True,1,2,8
33,True,8,1,7
18,True,2,2,6
57,True,6,2,10
14,True,8,2,5
62,True,8,1,5
42,True,10,3,9
90,True,5,0,6
70,True,2,1,12
83,True,2,0,8
52,False,0,6,0
46,False,2,6,2
40,False,1,6,1
19,False,1,5,1
44,False,1,6,1
91,True,10,0,13
42,True,6,1,10
37,True,7,0,10
34,True,5,0,12
82,True,3,1,10
66,False,0,8,0
101,False,0,6,0
11,False,0,6,0
18,False,0,6,1
19,False,0,7,1
96,True,7,7,3
21,True,6,3,6
85,True,8,2,2
45,True,6,6,9
61,True,3,4,9
24,False,4,6,7
46,False,6,6,6
106,False,5,7,2
7,False,2,6,6
101,False,5,6,5
37,False,1,4,4
73,False,4,6,1
58,False,2,1,2
36,False,2,4,3
45,False,3,4,6
99,True,5,1,5
56,True,8,2,3
2,True,2,1,8
35,True,1,4,8
79,True,3,4,6
91,True,10,2,8
30,True,3,1,6
89,True,7,1,10
61,True,5,1,7
70,True,4,1,7
95,False,0,8,3
5,False,1,4,2
55,False,0,8,3
14,False,2,4,0
33,False,2,6,2
59,True,2,2,13
80,True,7,0,13
29,True,8,2,9
93,True,4,0,10
47,True,8,1,4
48,False,2,6,1
19,False,0,7,4
52,False,1,4,1
54,False,2,7,1
16,False,0,7,1
78,False,7,5,3
70,False,2,7,9
74,False,3,9,3
62,False,2,8,6
82,False,2,5,3
41,True,5,6,5
68,True,3,4,6
99,True,20,3,5
53,True,4,1,9
33,True,1,4,9
42,True,18,1,3
15,True,2,0,18
36,True,2,0,14
58,True,5,0,5
77,True,0,2,4
4,False,1,5,1
53,False,0,4,1
106,False,0,5,0
75,False,2,6,0
86,False,0,7,0
23,True,6,4,3
62,True,4,2,2
31,True,2,3,7
90,True,5,1,2
12,True,1,0,10
57,False,2,1,2
19,False,3,3,0
18,False,0,6,3
48,False,2,5,3
56,False,3,3,2
3,True,2,1,13
38,True,8,0,8
42,True,6,1,6
59,True,7,2,14
71,True,4,1,5
79,False,0,5,2
76,False,3,4,0
106,False,1,7,1
54,False,1,6,1
48,False,0,5,2
93,True,0,6,6
94,True,10,3,6
84,True,3,5,10
26,True,1,6,6
90,True,4,6,7
55,False,3,5,9
39,False,4,2,8
43,False,8,1,12
33,False,5,5,11
76,False,4,5,8
93,True,3,3,9
82,True,5,3,7
104,True,5,6,11
38,True,3,3,10
23,True,10,2,5
86,False,1,5,1
99,False,7,2,3
19,False,7,8,1
39,False,1,3,8
24,False,0,8,8
62,True,11,6,9
27,True,2,4,14
42,True,6,7,6
82,True,2,7,11
29,True,4,5,13
56,False,5,5,2
48,False,4,5,10
28,False,1,7,7
41,False,6,7,10
43,False,12,3,8
42,False,5,5,3
60,False,1,5,2
29,False,0,8,4
45,False,3,5,3
78,False,4,3,4
1,True,1,2,8
81,True,15,0,7
24,True,4,4,12
14,True,2,4,10
5,True,3,3,10
96,False,4,6,3
72,False,2,5,7
47,False,6,6,0
34,False,5,5,4
61,False,0,7,3
56,True,10,3,14
14,True,2,4,5
28,True,0,5,5
33,True,7,3,5
43,True,10,3,10
87,False,2,4,1
34,False,0,4,5
15,False,2,6,5
10,False,5,4,3
77,False,0,5,5
54,True,14,3,4
66,True,0,3,17
68,True,6,1,6
67,True,3,1,17
11,True,0,2,5
70,True,6,1,12
12,True,2,1,11
42,True,7,1,6
83,True,4,0,8
45,True,5,1,12
8,False,0,4,0
102,False,1,4,2
6,False,1,7,2
52,False,1,4,0
41,False,1,5,0
90,True,3,4,10
107,True,1,5,12
65,True,4,5,8
32,True,8,7,8
80,True,6,7,4
66,False,1,5,14
53,False,8,3,7
24,False,6,2,13
19,False,8,7,3
79,False,2,6,12
91,True,14,0,6
73,True,2,0,7
83,True,3,0,8
105,True,1,1,11
59,True,7,0,10
39,False,1,3,0
5,False,0,10,1
99,False,0,3,1
44,False,0,4,1
19,False,0,7,0
29,False,0,5,0
71,False,0,3,1
59,False,2,6,1
108,False,0,7,1
22,False,1,4,1
54,True,9,0,8
52,True,2,0,16
95,True,0,1,2
41,True,13,2,6
75,True,1,0,16
58,False,0,4,2
107,False,0,4,0
83,False,1,5,0
105,False,0,4,0
108,False,1,7,0
43,True,10,2,9
18,True,1,0,13
56,True,6,0,9
76,True,5,0,6
16,True,0,0,6
90,False,1,2,3
26,False,1,6,3
71,False,0,4,1
29,False,1,6,4
62,False,4,7,2
95,True,4,2,13
102,True,7,0,10
49,True,7,0,15
35,True,4,3,12
28,True,2,2,5
29,True,3,3,6
91,True,10,0,5
69,True,1,4,1
89,True,2,4,3
13,True,1,4,8
43,False,5,5,5
88,False,2,3,9
99,False,6,2,4
53,False,2,3,4
9,False,0,5,3
3,True,6,2,7
107,True,4,6,14
71,True,9,0,5
89,True,6,4,16
34,True,8,7,8
81,False,9,4,2
53,False,1,5,2
67,False,5,8,6
40,False,1,5,11
28,False,3,11,9
77,True,15,2,11
31,True,5,4,14
108,True,11,5,14
13,True,2,2,11
10,True,5,1,15
66,False,1,5,5
76,False,3,8,5
25,False,7,9,2
35,False,0,8,4
28,False,2,10,6
72,True,3,0,9
60,True,1,3,5
63,True,1,2,4
31,True,3,3,10
94,True,13,0,6
79,False,2,4,4
1,False,0,2,4
67,False,0,7,4
24,False,3,4,3
14,False,1,7,3
77,True,5,2,4
60,True,1,4,6
83,True,10,1,3
85,True,2,4,3
61,True,1,3,8
33,False,4,5,3
88,False,0,2,0
99,False,7,1,3
46,False,0,6,1
106,False,1,5,5
83,True,10,1,11
23,True,8,2,13
71,True,2,0,4
80,True,7,3,8
90,True,6,2,10
56,False,1,6,2
43,False,5,8,2
28,False,2,10,0
18,False,0,5,2
79,False,0,7,4
72,False,2,2,2
36,False,0,3,7
26,False,1,2,4
10,False,6,2,1
45,False,1,4,3
28,True,2,3,2
88,True,0,2,6
57,True,7,0,1
5,True,2,2,5
2,True,2,4,1
31,False,1,7,13
36,False,7,10,14
90,False,7,6,8
74,False,7,11,10
96,False,17,7,10
28,True,6,11,13
54,True,16,9,7
67,True,4,6,16
88,True,3,7,19
79,True,11,6,12
73,False,3,6,3
36,False,4,6,6
13,False,4,7,1
62,False,3,8,5
37,False,1,4,7
100,True,5,4,12
49,True,5,2,16
101,True,7,2,6
106,True,12,2,7
66,True,1,5,14
31,False,1,6,1
20,False,1,5,2
85,False,0,4,1
59,False,1,8,0
107,False,0,9,0
81,True,6,0,11
19,True,12,0,5
79,True,4,2,15
46,True,6,0,8
2,True,4,2,7
108,True,2,3,8
26,True,5,1,5
36,True,6,2,6
77,True,7,4,10
38,True,3,0,2
95,False,0,8,7
49,False,1,4,4
86,False,1,1,3
106,False,2,4,2
41,False,4,7,2
62,False,0,7,1
87,False,1,9,1
107,False,1,6,1
59,False,1,5,5
10,False,2,7,0
41,True,8,1,12
28,True,7,2,7
7,True,6,1,8
4,True,10,2,7
46,True,3,0,2
26,False,0,6,3
71,False,0,6,1
36,False,3,6,1
93,False,1,5,2
59,False,2,9,3
6,True,8,1,10
52,True,4,3,8
18,True,5,0,12
5,True,3,2,11
79,True,11,0,16
96,False,4,3,1
59,False,3,11,6
61,False,1,7,4
62,False,5,7,3
70,False,3,9,5
88,True,3,1,19
76,True,8,3,2
41,True,19,3,10
7,True,3,5,8
2,True,4,5,13
20,True,5,3,12
38,True,4,4,11
91,True,14,3,11
74,True,7,8,8
26,True,2,3,8
6,False,2,11,5
98,False,5,5,9
35,False,2,8,13
101,False,1,7,8
100,False,10,4,4
63,False,1,5,2
104,False,1,8,3
73,False,2,7,2
71,False,1,5,3
45,False,2,5,2
11,True,2,1,8
54,True,10,2,10
99,True,14,0,10
46,True,2,1,5
67,True,2,3,7
47,False,2,5,2
90,False,0,3,3
82,False,1,4,1
26,False,0,6,0
91,False,1,5,2
106,True,5,0,8
102,True,3,3,10
57,True,7,1,9
1,True,3,0,9
49,True,4,1,11
59,True,3,3,9
85,True,2,2,6
12,True,2,1,9
91,True,11,3,12
83,True,4,1,5
101,False,3,5,1
17,False,2,5,3
67,False,2,6,4
6,False,1,5,1
103,False,2,3,6
29,True,2,2,5
62,True,7,0,10
65,True,7,2,3
12,True,2,3,9
34,True,8,1,13
40,False,1,8,3
79,False,4,4,2
66,False,0,6,4
57,False,1,5,2
5,False,2,5,2
32,True,5,7,9
104,True,2,6,14
91,True,18,6,9
90,True,5,5,8
63,True,3,5,10
11,False,4,9,8
43,False,11,10,7
46,False,2,6,8
57,False,4,6,9
102,False,6,5,12
80,False,7,6,5
77,False,7,8,8
107,False,3,5,6
13,False,5,7,11
12,False,2,4,13
19,True,9,4,10
56,True,10,5,12
101,True,1,4,10
54,True,7,6,2
98,True,1,6,6
92,False,1,6,5
70,False,4,4,5
77,False,0,6,3
108,False,3,7,5
93,False,3,6,3
33,True,14,3,10
35,True,3,3,16
86,True,5,1,3
95,True,1,4,8
76,True,6,2,9
34,False,6,5,5
90,False,0,10,7
77,False,4,4,8
85,False,0,5,4
94,False,2,4,3
100,True,8,3,10
53,True,7,2,5
40,True,2,4,13
46,True,4,2,14
81,True,7,3,4
91,True,12,1,13
12,True,1,3,10
74,True,6,4,7
69,True,5,1,10
26,True,6,3,6
33,False,2,6,5
57,False,3,6,5
88,False,2,5,7
55,False,2,11,4
19,False,3,3,2
91,True,11,0,6
85,True,1,1,6
27,True,6,0,6
84,True,2,0,2
62,True,1,0,4
67,False,0,7,0
53,False,0,3,1
46,False,0,5,1
52,False,0,4,1
5,False,1,4,0
94,True,6,2,6
104,True,2,2,7
45,True,3,4,9
29,True,3,4,6
89,True,8,3,6
67,False,3,5,1
53,False,1,4,4
99,False,6,4,6
5,False,3,6,8
68,False,2,3,4
36,True,2,3,11
45,True,4,4,8
90,True,4,4,9
87,True,5,2,4
62,True,4,2,8
66,False,3,3,6
19,False,1,7,2
81,False,6,3,3
48,False,1,4,3
67,False,2,5,4
73,False,0,7,3
36,False,2,7,5
58,False,6,7,2
77,False,3,8,3
45,False,1,13,2
43,True,13,2,12
76,True,9,0,10
98,True,7,2,13
19,True,8,7,8
1,True,3,1,16
62,True,9,8,11
58,True,3,7,11
22,True,7,9,14
108,True,7,13,10
50,True,9,8,16
2,False,10,4,13
106,False,12,6,17
55,False,8,6,20
11,False,8,10,8
66,False,6,12,12
96,False,5,7,1
73,False,2,10,4
36,False,6,3,6
82,False,2,5,8
70,False,3,6,7
25,True,5,5,7
33,True,8,4,6
101,True,13,3,6
57,True,2,3,6
1,True,2,3,12
90,True,1,0,8
10,True,5,3,10
96,True,12,2,10
84,True,2,3,11
61,True,5,3,8
19,False,2,4,3
11,False,1,4,2
39,False,1,5,7
79,False,1,5,2
106,False,5,7,6
50,True,5,0,5
74,True,5,2,6
90,True,3,1,7
45,True,4,0,5
27,True,6,1,10
5,False,0,3,3
76,False,1,6,1
6,False,2,5,1
35,False,0,0,0
28,False,0,9,2
20,False,0,7,7
73,False,0,8,3
90,False,7,5,2
15,False,3,4,5
107,False,0,6,6
52,True,12,1,9
5,True,4,2,12
6,True,7,3,11
102,True,4,2,13
8,True,2,3,8
93,True,5,2,1
60,True,1,2,5
34,True,3,2,9
36,True,2,0,7
62,True,13,1,6
76,False,0,7,1
17,False,0,8,2
52,False,4,3,2
53,False,3,2,1
35,False,0,4,2
23,True,16,1,16
71,True,5,1,4
27,True,12,1,20
107,True,4,2,11
92,True,2,5,12
28,False,0,12,1
46,False,3,5,2
24,False,2,9,7
44,False,4,6,2
35,False,1,7,2
91,True,13,1,12
23,True,4,2,8
63,True,6,0,5
90,True,4,1,11
45,True,4,3,9
39,False,1,5,2
102,False,0,7,1
52,False,0,6,2
41,False,4,6,0
48,False,1,7,2
45,False,7,7,7
30,False,13,5,6
92,False,4,6,13
85,False,1,8,3
87,False,2,5,7
19,True,14,7,8
103,True,3,4,14
40,True,1,3,12
79,True,7,9,11
88,True,3,4,13
108,False,1,10,3
62,False,0,9,0
105,False,0,5,3
36,False,3,5,1
90,False,0,8,3
98,True,6,1,13
17,True,3,2,16
95,True,0,1,3
43,True,12,0,18
57,True,15,1,11
82,False,0,10,2
27,False,0,8,1
71,False,1,1,1
108,False,2,10,0
63,False,1,6,2
43,True,12,0,10
54,True,6,1,7
1,True,4,0,13
101,True,9,1,7
55,True,4,2,14
73,True,0,4,10
78,True,8,0,7
83,True,7,2,9
21,True,3,3,10
90,True,5,5,2
35,False,3,3,6
19,False,3,4,2
81,False,3,7,1
88,False,4,5,5
48,False,0,6,3
38,True,4,2,12
82,True,13,3,9
90,True,2,0,13
21,True,6,4,8
71,True,3,1,6
76,False,0,5,5
46,False,2,4,4
7,False,2,6,1
33,False,6,7,2
25,False,0,6,3
85,False,1,8,4
83,False,7,9,10
70,False,6,9,7
69,False,7,6,10
82,False,4,5,11
76,True,3,8,7
46,True,15,4,12
1,True,6,1,22
43,True,8,8,13
24,True,3,5,12
10,False,1,6,3
61,False,2,6,1
90,False,0,4,3
93,False,0,7,2
23,False,3,9,2
81,True,10,2,5
41,True,9,0,13
19,True,7,1,5
6,True,2,2,5
55,True,4,1,13
10,False,2,4,16
91,False,13,3,6
59,False,2,7,12
13,False,4,7,9
77,False,2,7,7
88,True,2,5,17
52,True,1,3,6
40,True,6,4,13
18,True,9,6,12
49,True,8,6,15
60,True,1,0,6
94,True,6,0,9
91,True,11,1,4
90,True,3,0,1
36,True,7,0,9
106,False,0,5,0
95,False,0,6,0
35,False,0,7,0
28,False,0,6,0
53,False,1,5,0
62,True,11,1,5
10,True,4,2,10
85,True,3,2,9
23,True,4,0,2
84,True,5,1,7
33,False,4,4,1
11,False,1,4,2
19,False,0,6,2
48,False,0,6,1
76,False,0,8,0
107,False,3,2,12
22,False,11,4,12
82,False,3,5,16
74,False,6,7,6
87,False,5,7,6
86,True,6,6,8
64,True,2,6,10
103,True,7,6,9
106,True,8,5,9
88,True,2,6,9
92,True,1,3,3
104,True,0,2,7
45,True,7,0,3
59,True,1,0,8
83,True,13,0,3
24,False,0,4,2
14,False,4,3,1
81,False,1,4,3
95,False,0,7,0
19,False,0,4,0
47,True,5,1,1
91,True,3,3,7
73,True,5,1,6
34,True,5,4,14
84,True,7,0,11
56,False,1,5,5
86,False,3,5,1
88,False,0,5,3
18,False,1,4,4
106,False,2,6,4
23,False,4,10,4
107,False,2,10,6
3,False,0,5,7
90,False,2,6,4
31,False,5,9,4
11,True,10,1,10
40,True,4,2,17
43,True,19,4,10
88,True,5,2,21
81,True,2,4,6
22,False,6,4,4
65,False,3,5,6
59,False,1,7,3
29,False,3,5,4
45,False,0,6,3
101,True,6,1,5
102,True,8,1,10
103,True,4,3,9
66,True,5,6,11
35,True,4,2,13
87,True,4,0,6
83,True,4,1,15
30,True,2,1,7
84,True,4,0,10
73,True,11,1,7
9,False,1,6,0
67,False,1,6,1
39,False,0,1,2
16,False,0,7,1
52,False,0,6,1
63,True,6,3,13
77,True,5,8,8
34,True,8,3,13
83,True,4,5,13
23,True,12,5,9
41,False,10,8,4
101,False,8,6,5
16,False,2,6,6
88,False,0,9,12
106,False,4,9,4
26,True,5,4,7
36,True,1,2,14
93,True,7,2,9
69,True,7,2,14
108,True,6,2,9
48,False,1,5,4
28,False,1,9,3
101,False,1,4,4
4,False,7,5,2
5,False,1,3,5
74,False,6,5,10
21,False,6,6,12
105,False,3,2,13
69,False,5,6,9
93,False,6,8,6
79,True,3,5,15
100,True,12,5,7
67,True,4,6,9
88,True,5,5,12
48,True,3,6,8
83,True,5,5,10
34,True,7,3,8
65,True,7,1,15
22,True,2,4,13
90,True,6,1,7
17,False,4,7,6
35,False,3,6,8
88,False,2,6,9
79,False,0,8,6
53,False,3,3,5
59,False,4,9,10
82,False,3,7,6
87,False,7,7,11
3,False,1,7,8
91,False,8,6,9
39,True,3,4,12
33,True,12,3,10
43,True,5,5,9
86,True,6,6,10
101,True,7,6,13
36,True,2,1,12
69,True,9,1,4
73,True,3,2,4
27,True,7,1,9
77,True,7,2,6
99,False,1,5,2
35,False,0,4,1
28,False,1,7,3
56,False,1,6,2
43,False,3,7,2
20,False,4,5,7
73,False,1,5,7
92,False,1,7,4
23,False,7,4,5
83,False,4,5,3
33,True,9,3,10
54,True,5,4,6
66,True,3,7,1
99,True,5,1,10
101,True,4,2,4
87,True,2,5,9
83,True,8,2,6
12,True,1,4,8
77,True,3,6,8
23,True,3,7,7
18,False,3,3,10
86,False,8,2,8
5,False,5,7,7
55,False,6,3,9
53,False,1,4,3
63,True,2,3,5
74,True,8,2,16
31,True,9,4,17
45,True,15,1,12
65,True,7,3,22
19,False,2,9,3
46,False,4,7,4
76,False,2,8,3
33,False,3,12,6
86,False,2,7,1
72,True,3,0,11
107,True,3,0,0
90,True,6,1,9
29,True,1,1,4
20,True,3,1,8
5,False,0,3,1
8,False,0,1,0
95,False,0,4,0
99,False,2,2,0
106,False,0,8,0
20,False,0,5,3
73,False,0,9,0
107,False,0,5,3
27,False,2,8,3
38,False,2,10,2
99,True,8,0,10
6,True,15,2,9
2,True,7,2,6
106,True,4,1,11
68,True,2,0,12
80,True,4,1,10
91,True,12,0,5
63,True,0,3,1
37,True,1,2,11
23,True,1,1,4
98,False,0,3,4
19,False,2,5,0
81,False,2,4,2
5,False,1,4,2
56,False,2,3,1
3,False,0,6,1
23,False,3,5,1
71,False,0,5,0
58,False,1,6,1
91,False,0,5,3
98,True,7,0,8
46,True,0,1,6
43,True,8,0,7
33,True,6,2,8
57,True,5,1,9